"sub","defaced","rater","ratings"
174,"original","rater11","excluded"
174,"defaced","rater11","poor"
175,"original","rater11","good"
175,"defaced","rater11","excellent"
176,"original","rater11","good"
176,"defaced","rater11","excellent"
177,"original","rater11","good"
177,"defaced","rater11","excellent"
178,"original","rater11","good"
178,"defaced","rater11","excellent"
179,"original","rater11","poor"
179,"defaced","rater11","good"
180,"original","rater11","good"
180,"defaced","rater11","excellent"
181,"original","rater11","good"
181,"defaced","rater11","excellent"
182,"original","rater11","excluded"
182,"defaced","rater11","poor"
183,"original","rater11","good"
183,"defaced","rater11","excellent"
184,"original","rater11","excluded"
184,"defaced","rater11","poor"
185,"original","rater11","poor"
185,"defaced","rater11","good"
186,"original","rater11","excellent"
186,"defaced","rater11","excellent"
187,"original","rater11","poor"
187,"defaced","rater11","poor"
188,"original","rater11","excluded"
188,"defaced","rater11","poor"
189,"original","rater11","excellent"
189,"defaced","rater11","excellent"
190,"original","rater11","poor"
190,"defaced","rater11","good"
191,"original","rater11","excluded"
191,"defaced","rater11","poor"
192,"original","rater11","excellent"
192,"defaced","rater11","excellent"
193,"original","rater11","good"
193,"defaced","rater11","excellent"
194,"original","rater11","poor"
194,"defaced","rater11","good"
195,"original","rater11","excellent"
195,"defaced","rater11","excellent"
196,"original","rater11","good"
196,"defaced","rater11","excellent"
197,"original","rater11","poor"
197,"defaced","rater11","good"
198,"original","rater11","excluded"
198,"defaced","rater11","poor"
199,"original","rater11","excluded"
199,"defaced","rater11","poor"
200,"original","rater11","excluded"
200,"defaced","rater11","poor"
201,"original","rater11","good"
201,"defaced","rater11","excellent"
202,"original","rater11","excluded"
202,"defaced","rater11","excluded"
203,"original","rater11","excellent"
203,"defaced","rater11","excellent"
204,"original","rater11","excellent"
204,"defaced","rater11","excellent"
205,"original","rater11","excellent"
205,"defaced","rater11","excellent"
206,"original","rater11","good"
206,"defaced","rater11","excellent"
207,"original","rater11","excellent"
207,"defaced","rater11","excellent"
208,"original","rater11","poor"
208,"defaced","rater11","good"
209,"original","rater11","excluded"
209,"defaced","rater11","poor"
210,"original","rater11","excellent"
210,"defaced","rater11","excellent"
211,"original","rater11","good"
211,"defaced","rater11","excellent"
212,"original","rater11","good"
212,"defaced","rater11","excellent"
213,"original","rater11","excellent"
213,"defaced","rater11","excellent"
214,"original","rater11","good"
214,"defaced","rater11","excellent"
215,"original","rater11","poor"
215,"defaced","rater11","good"
216,"original","rater11","poor"
216,"defaced","rater11","good"
217,"original","rater11","good"
217,"defaced","rater11","excellent"
218,"original","rater11","poor"
218,"defaced","rater11","good"
219,"original","rater11","excluded"
219,"defaced","rater11","poor"
220,"original","rater11","poor"
220,"defaced","rater11","good"
221,"original","rater11","excluded"
221,"defaced","rater11","poor"
222,"original","rater11","excluded"
222,"defaced","rater11","poor"
223,"original","rater11","poor"
223,"defaced","rater11","good"
224,"original","rater11","poor"
224,"defaced","rater11","good"
225,"original","rater11","excluded"
225,"defaced","rater11","poor"
226,"original","rater11","poor"
226,"defaced","rater11","good"
227,"original","rater11","poor"
227,"defaced","rater11","good"
228,"original","rater11","excluded"
228,"defaced","rater11","poor"
229,"original","rater11","good"
229,"defaced","rater11","excellent"
230,"original","rater11","poor"
230,"defaced","rater11","good"
231,"original","rater11","excellent"
231,"defaced","rater11","excellent"
232,"original","rater11","excellent"
232,"defaced","rater11","excellent"
233,"original","rater11","excluded"
233,"defaced","rater11","poor"
234,"original","rater11","excellent"
234,"defaced","rater11","excellent"
235,"original","rater11","excluded"
235,"defaced","rater11","poor"
236,"original","rater11","excellent"
236,"defaced","rater11","excellent"
237,"original","rater11","good"
237,"defaced","rater11","excellent"
238,"original","rater11","excluded"
238,"defaced","rater11","poor"
239,"original","rater11","excellent"
239,"defaced","rater11","excellent"
240,"original","rater11","poor"
240,"defaced","rater11","good"
241,"original","rater11","excellent"
241,"defaced","rater11","excellent"
242,"original","rater11","excluded"
242,"defaced","rater11","poor"
243,"original","rater11","good"
243,"defaced","rater11","excellent"
244,"original","rater11","excellent"
244,"defaced","rater11","excellent"
245,"original","rater11","poor"
245,"defaced","rater11","good"
246,"original","rater11","good"
246,"defaced","rater11","excellent"
247,"original","rater11","poor"
247,"defaced","rater11","good"
248,"original","rater11","excluded"
248,"defaced","rater11","poor"
249,"original","rater11","excellent"
249,"defaced","rater11","excellent"
250,"original","rater11","excluded"
250,"defaced","rater11","excluded"
251,"original","rater11","good"
251,"defaced","rater11","excellent"
252,"original","rater11","good"
252,"defaced","rater11","excellent"
253,"original","rater11","poor"
253,"defaced","rater11","good"
254,"original","rater11","good"
254,"defaced","rater11","excellent"
255,"original","rater11","good"
255,"defaced","rater11","excellent"
256,"original","rater11","poor"
256,"defaced","rater11","poor"
257,"original","rater11","excluded"
257,"defaced","rater11","excluded"
258,"original","rater11","poor"
258,"defaced","rater11","good"
259,"original","rater11","good"
259,"defaced","rater11","excellent"
260,"original","rater11","good"
260,"defaced","rater11","good"
261,"original","rater11","poor"
261,"defaced","rater11","good"
262,"original","rater11","poor"
262,"defaced","rater11","good"
263,"original","rater11","excellent"
263,"defaced","rater11","excellent"
264,"original","rater11","good"
264,"defaced","rater11","excellent"
265,"original","rater11","excellent"
265,"defaced","rater11","excellent"
266,"original","rater11","excluded"
266,"defaced","rater11","poor"
267,"original","rater11","poor"
267,"defaced","rater11","good"
268,"original","rater11","poor"
268,"defaced","rater11","good"
269,"original","rater11","poor"
269,"defaced","rater11","good"
270,"original","rater11","poor"
270,"defaced","rater11","good"
271,"original","rater11","excellent"
271,"defaced","rater11","excellent"
272,"original","rater11","excluded"
272,"defaced","rater11","poor"
273,"original","rater11","excluded"
273,"defaced","rater11","poor"
274,"original","rater11","good"
274,"defaced","rater11","excellent"
275,"original","rater11","excluded"
275,"defaced","rater11","poor"
276,"original","rater11","poor"
276,"defaced","rater11","good"
277,"original","rater11","good"
277,"defaced","rater11","excellent"
278,"original","rater11","poor"
278,"defaced","rater11","poor"
279,"original","rater11","excellent"
279,"defaced","rater11","excellent"
280,"original","rater11","excluded"
280,"defaced","rater11","poor"
281,"original","rater11","excellent"
281,"defaced","rater11","excellent"
282,"original","rater11","excellent"
282,"defaced","rater11","excellent"
283,"original","rater11","good"
283,"defaced","rater11","excellent"
284,"original","rater11","excluded"
284,"defaced","rater11","poor"
285,"original","rater11","excellent"
285,"defaced","rater11","excellent"
286,"original","rater11","poor"
286,"defaced","rater11","good"
287,"original","rater11","excellent"
287,"defaced","rater11","excellent"
288,"original","rater11","good"
288,"defaced","rater11","excellent"
289,"original","rater11","excellent"
289,"defaced","rater11","excellent"
290,"original","rater11","good"
290,"defaced","rater11","excellent"
291,"original","rater11","excluded"
291,"defaced","rater11","poor"
292,"original","rater11","excellent"
292,"defaced","rater11","excellent"
293,"original","rater11","good"
293,"defaced","rater11","excellent"
294,"original","rater11","poor"
294,"defaced","rater11","good"
295,"original","rater11","good"
295,"defaced","rater11","excellent"
296,"original","rater11","excellent"
296,"defaced","rater11","excellent"
297,"original","rater11","good"
297,"defaced","rater11","excellent"
298,"original","rater11","excellent"
298,"defaced","rater11","excellent"
299,"original","rater11","excluded"
299,"defaced","rater11","poor"
300,"original","rater11","poor"
300,"defaced","rater11","good"
301,"original","rater11","excellent"
301,"defaced","rater11","excellent"
302,"original","rater11","poor"
302,"defaced","rater11","good"
303,"original","rater11","excellent"
303,"defaced","rater11","excellent"
304,"original","rater11","excluded"
304,"defaced","rater11","poor"
305,"original","rater11","excluded"
305,"defaced","rater11","poor"
306,"original","rater11","good"
306,"defaced","rater11","excellent"
307,"original","rater11","good"
307,"defaced","rater11","good"
308,"original","rater11","poor"
308,"defaced","rater11","good"
309,"original","rater11","good"
309,"defaced","rater11","excellent"
310,"original","rater11","excluded"
310,"defaced","rater11","poor"
311,"original","rater11","excellent"
311,"defaced","rater11","excellent"
312,"original","rater11","good"
312,"defaced","rater11","excellent"
313,"original","rater11","poor"
313,"defaced","rater11","good"
314,"original","rater11","good"
314,"defaced","rater11","excellent"
315,"original","rater11","excellent"
315,"defaced","rater11","excellent"
316,"original","rater11","good"
316,"defaced","rater11","excellent"
317,"original","rater11","excluded"
317,"defaced","rater11","poor"
318,"original","rater11","excellent"
318,"defaced","rater11","excellent"
319,"original","rater11","good"
319,"defaced","rater11","excellent"
320,"original","rater11","excluded"
320,"defaced","rater11","poor"
321,"original","rater11","excellent"
321,"defaced","rater11","excellent"
322,"original","rater11","poor"
322,"defaced","rater11","good"
323,"original","rater11","good"
323,"defaced","rater11","excellent"
324,"original","rater11","excluded"
324,"defaced","rater11","poor"
325,"original","rater11","excellent"
325,"defaced","rater11","excellent"
326,"original","rater11","poor"
326,"defaced","rater11","good"
327,"original","rater11","excellent"
327,"defaced","rater11","excellent"
328,"original","rater11","excluded"
328,"defaced","rater11","excluded"
329,"original","rater11","excellent"
329,"defaced","rater11","excellent"
330,"original","rater11","excluded"
330,"defaced","rater11","poor"
331,"original","rater11","excellent"
331,"defaced","rater11","excellent"
332,"original","rater11","poor"
332,"defaced","rater11","good"
333,"original","rater11","excellent"
333,"defaced","rater11","excellent"
334,"original","rater11","poor"
334,"defaced","rater11","good"
335,"original","rater11","poor"
335,"defaced","rater11","good"
336,"original","rater11","excluded"
336,"defaced","rater11","excluded"
337,"original","rater11","excellent"
337,"defaced","rater11","excellent"
338,"original","rater11","good"
338,"defaced","rater11","excellent"
339,"original","rater11","poor"
339,"defaced","rater11","good"
340,"original","rater11","poor"
340,"defaced","rater11","good"
341,"original","rater11","poor"
341,"defaced","rater11","good"
342,"original","rater11","good"
342,"defaced","rater11","excellent"
343,"original","rater11","poor"
343,"defaced","rater11","good"
344,"original","rater11","good"
344,"defaced","rater11","excellent"
345,"original","rater11","poor"
345,"defaced","rater11","good"
346,"original","rater11","poor"
346,"defaced","rater11","good"
347,"original","rater11","excellent"
347,"defaced","rater11","excellent"
348,"original","rater11","poor"
348,"defaced","rater11","good"
349,"original","rater11","good"
349,"defaced","rater11","excellent"
350,"original","rater11","excluded"
350,"defaced","rater11","poor"
351,"original","rater11","excellent"
351,"defaced","rater11","excellent"
